=== BUILD_T0 2026-09-10T06:06:33Z OLEANS_BEFORE=3608
✔ [2507/2565] Built Mathlib.MeasureTheory.MeasurableSpace.Pi (3.3s)
✔ [2508/2565] Built Mathlib.Probability.ConditionalProbability (4.5s)
✔ [2509/2565] Built Mathlib.MeasureTheory.Measure.Dirac (5.6s)
✔ [2510/2567] Built Mathlib.MeasureTheory.Measure.Decomposition.Exhaustion (3.9s)
✔ [2511/2567] Built Mathlib.Topology.ContinuousMap.Algebra (14s)
✔ [2512/2569] Built Mathlib.MeasureTheory.Measure.Trim (3.4s)
✔ [2513/2569] Built Mathlib.Analysis.Normed.Lp.PiLp (25s)
✔ [2514/2583] Built Mathlib.Analysis.Normed.Group.Indicator (1.0s)
✔ [2516/2588] Built Mathlib.MeasureTheory.Measure.Count (3.1s)
✔ [2517/2588] Built Mathlib.MeasureTheory.Measure.AEMeasurable (4.8s)
✔ [2518/2588] Built Mathlib.Analysis.Normed.Lp.Matrix (5.3s)
✔ [2519/2593] Built Mathlib.Order.Filter.IndicatorFunction (2.8s)
✔ [2520/2593] Built Mathlib.MeasureTheory.Measure.Real (7.5s)
✔ [2521/2593] Built Mathlib.Algebra.Order.Monovary (9.2s)
✔ [2522/2593] Built Mathlib.Dynamics.Ergodic.MeasurePreserving (4.0s)
✔ [2523/2593] Built Mathlib.MeasureTheory.Order.Lattice (4.7s)
✔ [2524/2593] Built Mathlib.Topology.Algebra.Module.ContinuousLinearMap.Extend (4.4s)
✔ [2525/2596] Built Mathlib.MeasureTheory.Group.Arithmetic (16s)
✔ [2527/2596] Built Mathlib.Analysis.Convex.Mul (15s)
✔ [2528/2597] Built Mathlib.MeasureTheory.Group.MeasurableEquiv (11s)
✔ [2529/2597] Built Mathlib.Analysis.Normed.Operator.Extend (23s)
✔ [2530/2598] Built Mathlib.MeasureTheory.Constructions.BorelSpace.Basic (11s)
✔ [2531/2598] Built Mathlib.LinearAlgebra.Orientation (13s)
✔ [2532/2598] Built Mathlib.Analysis.MeanInequalitiesPow (13s)
✔ [2533/2598] Built Mathlib.MeasureTheory.Constructions.BorelSpace.Complex (5.6s)
✔ [2534/2598] Built Mathlib.MeasureTheory.Constructions.BorelSpace.Order (18s)
✔ [2535/2598] Built Mathlib.MeasureTheory.Measure.OpenPos (5.1s)
✔ [2536/2599] Built Mathlib.MeasureTheory.Measure.Regular (10s)
✔ [2537/2599] Built Mathlib.MeasureTheory.Constructions.BorelSpace.Metric (5.0s)
✔ [2538/2601] Built Mathlib.Analysis.InnerProductSpace.PiL2 (53s)
✔ [2539/2601] Built Mathlib.LinearAlgebra.Matrix.Diagonal (4.4s)
✔ [2540/2601] Built Mathlib.MeasureTheory.Constructions.BorelSpace.Real (7.6s)
✔ [2541/2601] Built Mathlib.MeasureTheory.Group.Action (10s)
✔ [2542/2601] Built Mathlib.MeasureTheory.Function.SimpleFunc (18s)
✔ [2543/2601] Built Mathlib.Analysis.InnerProductSpace.GramSchmidtOrtho (9.5s)
✔ [2544/2601] Built Mathlib.Analysis.InnerProductSpace.ProdL2 (16s)
✔ [2545/2601] Built Mathlib.MeasureTheory.Constructions.BorelSpace.Metrizable (4.5s)
✔ [2546/2601] Built Mathlib.Topology.Order.LeftRightLim (5.5s)
✔ [2547/2601] Built Mathlib.MeasureTheory.Function.SpecialFunctions.Basic (5.8s)
✔ [2548/2601] Built Mathlib.Analysis.InnerProductSpace.Orientation (9.7s)
✔ [2549/2610] Built Mathlib.MeasureTheory.Function.SimpleFuncDense (7.2s)
✔ [2551/2610] Built Mathlib.MeasureTheory.Integral.Lebesgue.Basic (10s)
✔ [2552/2613] Built Mathlib.Topology.NoetherianSpace (3.1s)
=== BUILD_STOPPED_BY_AGENT_AT_COORDINATOR_REQUEST 2026-09-10T06:20:37Z OLEANS_AFTER=3982 (timeout 2400 not reached; lake killed at ~13.6 min wall)
